"","word","participant","language","l1","step","u0s","b0"
"1",1,1,"spanish","english",7,-0.419142784378941,4.59511985013459
"2",2,1,"spanish","english",7,0.415845716727962,4.59511985013459
"3",3,1,"spanish","english",7,-0.504299655015838,4.59511985013459
"4",4,1,"spanish","english",7,-0.393181793336838,4.59511985013459
"5",5,1,"spanish","english",7,0.706976818085028,4.59511985013459
"6",6,1,"spanish","english",7,-0.398900561939524,4.59511985013459
"7",7,1,"spanish","english",7,-0.21046202490246,4.59511985013459
"8",8,1,"spanish","english",7,-0.0767624385422083,4.59511985013459
"9",9,1,"spanish","english",7,0.89860621679071,4.59511985013459
"10",10,1,"spanish","english",7,-0.497704770908393,4.59511985013459
"11",1,2,"spanish","english",7,-0.419142784378941,4.59511985013459
"12",2,2,"spanish","english",7,0.415845716727962,4.59511985013459
"13",3,2,"spanish","english",7,-0.504299655015838,4.59511985013459
"14",4,2,"spanish","english",7,-0.393181793336838,4.59511985013459
"15",5,2,"spanish","english",7,0.706976818085028,4.59511985013459
"16",6,2,"spanish","english",7,-0.398900561939524,4.59511985013459
"17",7,2,"spanish","english",7,-0.21046202490246,4.59511985013459
"18",8,2,"spanish","english",7,-0.0767624385422083,4.59511985013459
"19",9,2,"spanish","english",7,0.89860621679071,4.59511985013459
"20",10,2,"spanish","english",7,-0.497704770908393,4.59511985013459
"21",1,3,"spanish","english",7,-0.419142784378941,4.59511985013459
"22",2,3,"spanish","english",7,0.415845716727962,4.59511985013459
"23",3,3,"spanish","english",7,-0.504299655015838,4.59511985013459
"24",4,3,"spanish","english",7,-0.393181793336838,4.59511985013459
"25",5,3,"spanish","english",7,0.706976818085028,4.59511985013459
"26",6,3,"spanish","english",7,-0.398900561939524,4.59511985013459
"27",7,3,"spanish","english",7,-0.21046202490246,4.59511985013459
"28",8,3,"spanish","english",7,-0.0767624385422083,4.59511985013459
"29",9,3,"spanish","english",7,0.89860621679071,4.59511985013459
"30",10,3,"spanish","english",7,-0.497704770908393,4.59511985013459
