"","word","participant","language","l1","step","u0s","b0"
"1",1,1,"german","english",1,0.231410726075731,-2.19722457733622
"2",2,1,"german","english",1,-0.732670749392596,-2.19722457733622
"3",3,1,"german","english",1,-0.705047928914243,-2.19722457733622
"4",4,1,"german","english",1,-0.669488844599893,-2.19722457733622
"5",5,1,"german","english",1,-0.331987042287764,-2.19722457733622
"6",6,1,"german","english",1,-0.393265992605645,-2.19722457733622
"7",7,1,"german","english",1,-0.540746190050887,-2.19722457733622
"8",8,1,"german","english",1,0.662129732095765,-2.19722457733622
"9",9,1,"german","english",1,-0.78193573210112,-2.19722457733622
"10",10,1,"german","english",1,1.12112955720537,-2.19722457733622
"11",1,2,"german","english",1,0.231410726075731,-2.19722457733622
"12",2,2,"german","english",1,-0.732670749392596,-2.19722457733622
"13",3,2,"german","english",1,-0.705047928914243,-2.19722457733622
"14",4,2,"german","english",1,-0.669488844599893,-2.19722457733622
"15",5,2,"german","english",1,-0.331987042287764,-2.19722457733622
"16",6,2,"german","english",1,-0.393265992605645,-2.19722457733622
"17",7,2,"german","english",1,-0.540746190050887,-2.19722457733622
"18",8,2,"german","english",1,0.662129732095765,-2.19722457733622
"19",9,2,"german","english",1,-0.78193573210112,-2.19722457733622
"20",10,2,"german","english",1,1.12112955720537,-2.19722457733622
"21",1,3,"german","english",1,0.231410726075731,-2.19722457733622
"22",2,3,"german","english",1,-0.732670749392596,-2.19722457733622
"23",3,3,"german","english",1,-0.705047928914243,-2.19722457733622
"24",4,3,"german","english",1,-0.669488844599893,-2.19722457733622
"25",5,3,"german","english",1,-0.331987042287764,-2.19722457733622
"26",6,3,"german","english",1,-0.393265992605645,-2.19722457733622
"27",7,3,"german","english",1,-0.540746190050887,-2.19722457733622
"28",8,3,"german","english",1,0.662129732095765,-2.19722457733622
"29",9,3,"german","english",1,-0.78193573210112,-2.19722457733622
"30",10,3,"german","english",1,1.12112955720537,-2.19722457733622
"31",1,4,"german","english",1,0.231410726075731,-2.19722457733622
"32",2,4,"german","english",1,-0.732670749392596,-2.19722457733622
"33",3,4,"german","english",1,-0.705047928914243,-2.19722457733622
"34",4,4,"german","english",1,-0.669488844599893,-2.19722457733622
"35",5,4,"german","english",1,-0.331987042287764,-2.19722457733622
"36",6,4,"german","english",1,-0.393265992605645,-2.19722457733622
"37",7,4,"german","english",1,-0.540746190050887,-2.19722457733622
"38",8,4,"german","english",1,0.662129732095765,-2.19722457733622
"39",9,4,"german","english",1,-0.78193573210112,-2.19722457733622
"40",10,4,"german","english",1,1.12112955720537,-2.19722457733622
"41",1,5,"german","english",1,0.231410726075731,-2.19722457733622
"42",2,5,"german","english",1,-0.732670749392596,-2.19722457733622
"43",3,5,"german","english",1,-0.705047928914243,-2.19722457733622
"44",4,5,"german","english",1,-0.669488844599893,-2.19722457733622
"45",5,5,"german","english",1,-0.331987042287764,-2.19722457733622
"46",6,5,"german","english",1,-0.393265992605645,-2.19722457733622
"47",7,5,"german","english",1,-0.540746190050887,-2.19722457733622
"48",8,5,"german","english",1,0.662129732095765,-2.19722457733622
"49",9,5,"german","english",1,-0.78193573210112,-2.19722457733622
