"","word","participant","language","l1","step","u0s","b0","u0p","logodds","probability","response"
"1",1,"1","spanish","english",1,1.00820240136328,-2.19722457733622,0.0366088302529362,-1.15241334572,0.240048551713056,0
"2",2,"1","spanish","english",1,-0.532882710661767,-2.19722457733622,0.0366088302529362,-2.69349845774505,0.0633580889977169,0
"3",3,"1","spanish","english",1,-0.646853071383485,-2.19722457733622,0.0366088302529362,-2.80746881846677,0.05692190690749,0
"4",4,"1","spanish","english",1,-0.23242761042908,-2.19722457733622,0.0366088302529362,-2.39304335751236,0.0837047158209395,0
"5",5,"1","spanish","english",1,0.0847334985632214,-2.19722457733622,0.0366088302529362,-2.07588224852006,0.111463133124524,0
"6",6,"1","spanish","english",1,0.146737253389788,-2.19722457733622,0.0366088302529362,-2.0138784936935,0.117753452760049,0
"7",7,"1","spanish","english",1,0.295092758504929,-2.19722457733622,0.0366088302529362,-1.86552298857835,0.134060600476257,0
"8",8,"1","spanish","english",1,-0.437204925660795,-2.19722457733622,0.0366088302529362,-2.59782067274408,0.0692788099074907,0
"9",9,"1","spanish","english",1,0.382845155118599,-2.19722457733622,0.0366088302529362,-1.77777059196468,0.144578639173758,0
"10",10,"1","spanish","english",1,-0.419229286214425,-2.19722457733622,0.0366088302529362,-2.57984503329771,0.0704468780747579,0
"11",1,"2","spanish","english",1,1.00820240136328,-2.19722457733622,-0.0642709813920883,-1.25329315736503,0.222130598135867,0
"12",2,"2","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.0642709813920883,-2.79437826939008,0.0576287207121427,1
"13",3,"2","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.0642709813920883,-2.90834863011179,0.0517424001831116,0
"14",4,"2","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.0642709813920883,-2.49392316915739,0.0762852879780963,0
"15",5,"2","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.0642709813920883,-2.17676206016509,0.101856759346167,0
"16",6,"2","spanish","english",1,0.146737253389788,-2.19722457733622,-0.0642709813920883,-2.11475830533852,0.107670645655115,0
"17",7,"2","spanish","english",1,0.295092758504929,-2.19722457733622,-0.0642709813920883,-1.96640280022338,0.122775786626711,0
"18",8,"2","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.0642709813920883,-2.6987004843891,0.0630500810636271,0
"19",9,"2","spanish","english",1,0.382845155118599,-2.19722457733622,-0.0642709813920883,-1.87865040360971,0.13254396788612,0
"20",10,"2","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.0642709813920883,-2.68072484494273,0.0641203654802833,0
"21",1,"3","spanish","english",1,1.00820240136328,-2.19722457733622,0.418321424174214,-0.770700751798726,0.316327539075565,0
"22",2,"3","spanish","english",1,-0.532882710661767,-2.19722457733622,0.418321424174214,-2.31178586382377,0.0901515533046518,0
"23",3,"3","spanish","english",1,-0.646853071383485,-2.19722457733622,0.418321424174214,-2.42575622454549,0.0812296236622464,0
"24",4,"3","spanish","english",1,-0.23242761042908,-2.19722457733622,0.418321424174214,-2.01133076359109,0.118018388134483,0
"25",5,"3","spanish","english",1,0.0847334985632214,-2.19722457733622,0.418321424174214,-1.69416965459878,0.15522827669147,1
"26",6,"3","spanish","english",1,0.146737253389788,-2.19722457733622,0.418321424174214,-1.63216589977222,0.163533870663524,0
"27",7,"3","spanish","english",1,0.295092758504929,-2.19722457733622,0.418321424174214,-1.48381039465708,0.184852571428305,0
"28",8,"3","spanish","english",1,-0.437204925660795,-2.19722457733622,0.418321424174214,-2.2161080788228,0.0983132754937486,1
"29",9,"3","spanish","english",1,0.382845155118599,-2.19722457733622,0.418321424174214,-1.39605799804341,0.198442392839164,0
"30",10,"3","spanish","english",1,-0.419229286214425,-2.19722457733622,0.418321424174214,-2.19813243937643,0.0999183220829031,1
"31",1,"4","spanish","english",1,1.00820240136328,-2.19722457733622,-0.398970945454209,-1.58799312142715,0.169666438058811,0
"32",2,"4","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.398970945454209,-3.1290782334522,0.0419236151276808,0
"33",3,"4","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.398970945454209,-3.24304859417391,0.0375774812750049,0
"34",4,"4","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.398970945454209,-2.82862313321951,0.0557968918762705,0
"35",5,"4","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.398970945454209,-2.51146202422721,0.075058545719499,0
"36",6,"4","spanish","english",1,0.146737253389788,-2.19722457733622,-0.398970945454209,-2.44945826940064,0.0794781739218248,0
"37",7,"4","spanish","english",1,0.295092758504929,-2.19722457733622,-0.398970945454209,-2.3011027642855,0.0910316717253733,0
"38",8,"4","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.398970945454209,-3.03340044845122,0.0459395580620049,0
"39",9,"4","spanish","english",1,0.382845155118599,-2.19722457733622,-0.398970945454209,-2.21335036767183,0.0985580114000183,0
"40",10,"4","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.398970945454209,-3.01542480900485,0.0467338762898946,0
"41",1,"5","spanish","english",1,1.00820240136328,-2.19722457733622,0.244687645131592,-0.944334530841348,0.280025619640918,0
"42",2,"5","spanish","english",1,-0.532882710661767,-2.19722457733622,0.244687645131592,-2.48541964286639,0.0768866592837693,0
"43",3,"5","spanish","english",1,-0.646853071383485,-2.19722457733622,0.244687645131592,-2.59939000358811,0.0691776889944462,0
"44",4,"5","spanish","english",1,-0.23242761042908,-2.19722457733622,0.244687645131592,-2.18496454263371,0.101108826937114,0
"45",5,"5","spanish","english",1,0.0847334985632214,-2.19722457733622,0.244687645131592,-1.86780343364141,0.133796088209582,0
"46",6,"5","spanish","english",1,0.146737253389788,-2.19722457733622,0.244687645131592,-1.80579967881484,0.14114653920398,0
"47",7,"5","spanish","english",1,0.295092758504929,-2.19722457733622,0.244687645131592,-1.6574441736997,0.160105384632727,0
"48",8,"5","spanish","english",1,-0.437204925660795,-2.19722457733622,0.244687645131592,-2.38974185786542,0.0839582832937288,0
"49",9,"5","spanish","english",1,0.382845155118599,-2.19722457733622,0.244687645131592,-1.56969177708603,0.17226033578646,0
"50",10,"5","spanish","english",1,-0.419229286214425,-2.19722457733622,0.244687645131592,-2.37176621841905,0.085351156216061,0
"51",1,"6","spanish","english",1,1.00820240136328,-2.19722457733622,-0.541754883743918,-1.73077705971686,0.150488212275729,1
"52",2,"6","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.541754883743918,-3.27186217174191,0.036549198339605,0
"53",3,"6","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.541754883743918,-3.38583253246362,0.0327411789510473,0
"54",4,"6","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.541754883743918,-2.97140707150922,0.0487344505675914,0
"55",5,"6","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.541754883743918,-2.65424596251692,0.0657277936433476,0
"56",6,"6","spanish","english",1,0.146737253389788,-2.19722457733622,-0.541754883743918,-2.59224220769035,0.069639370592919,0
"57",7,"6","spanish","english",1,0.295092758504929,-2.19722457733622,-0.541754883743918,-2.44388670257521,0.0798867537478567,0
"58",8,"6","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.541754883743918,-3.17618438674093,0.0400718483991886,0
"59",9,"6","spanish","english",1,0.382845155118599,-2.19722457733622,-0.541754883743918,-2.35613430596154,0.0865794186360435,0
"60",10,"6","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.541754883743918,-3.15820874729456,0.0407690463731336,0
"61",1,"7","spanish","english",1,1.00820240136328,-2.19722457733622,-0.370077126508443,-1.55909930248138,0.173775929241691,0
"62",2,"7","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.370077126508443,-3.10018441450643,0.0430996486644205,0
"63",3,"7","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.370077126508443,-3.21415477522815,0.0386365144307986,0
"64",4,"7","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.370077126508443,-2.79972931427374,0.0573388049980646,0
"65",5,"7","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.370077126508443,-2.48256820528144,0.0770892846805522,0
"66",6,"7","spanish","english",1,0.146737253389788,-2.19722457733622,-0.370077126508443,-2.42056445045487,0.081617936267198,0
"67",7,"7","spanish","english",1,0.295092758504929,-2.19722457733622,-0.370077126508443,-2.27220894533973,0.0934509070386091,0
"68",8,"7","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.370077126508443,-3.00450662950546,0.047222693455834,0
"69",9,"7","spanish","english",1,0.382845155118599,-2.19722457733622,-0.370077126508443,-2.18445654872606,0.101155005742504,0
"70",10,"7","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.370077126508443,-2.98653099005909,0.0480380806499932,0
"71",1,"8","spanish","english",1,1.00820240136328,-2.19722457733622,-0.185942321297363,-1.3749644972703,0.201818941265553,0
"72",2,"8","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.185942321297363,-2.91604960929535,0.0513658523953058,0
"73",3,"8","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.185942321297363,-3.03001997001707,0.0460879490704859,0
"74",4,"8","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.185942321297363,-2.61559450906266,0.0681415028301175,0
"75",5,"8","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.185942321297363,-2.29843340007036,0.0912527892771944,0
"76",6,"8","spanish","english",1,0.146737253389788,-2.19722457733622,-0.185942321297363,-2.23642964524379,0.0965264609243322,0
"77",7,"8","spanish","english",1,0.295092758504929,-2.19722457733622,-0.185942321297363,-2.08807414012865,0.110261366767316,0
"78",8,"8","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.185942321297363,-2.82037182429438,0.056233197220502,0
"79",9,"8","spanish","english",1,0.382845155118599,-2.19722457733622,-0.185942321297363,-2.00032174351498,0.119169145155498,0
"80",10,"8","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.185942321297363,-2.80239618484801,0.0571948278527187,0
"81",1,"9","spanish","english",1,1.00820240136328,-2.19722457733622,0.369686272768906,-0.819335903204033,0.305904647390243,1
"82",2,"9","spanish","english",1,-0.532882710661767,-2.19722457733622,0.369686272768906,-2.36042101522908,0.0862410112426453,0
"83",3,"9","spanish","english",1,-0.646853071383485,-2.19722457733622,0.369686272768906,-2.4743913759508,0.0776730531471203,0
"84",4,"9","spanish","english",1,-0.23242761042908,-2.19722457733622,0.369686272768906,-2.05996591499639,0.113049247700159,0
"85",5,"9","spanish","english",1,0.0847334985632214,-2.19722457733622,0.369686272768906,-1.74280480600409,0.148957022360911,1
"86",6,"9","spanish","english",1,0.146737253389788,-2.19722457733622,0.369686272768906,-1.68080105117753,0.156989425640251,0
"87",7,"9","spanish","english",1,0.295092758504929,-2.19722457733622,0.369686272768906,-1.53244554606238,0.177636154940172,1
"88",8,"9","spanish","english",1,-0.437204925660795,-2.19722457733622,0.369686272768906,-2.26474323022811,0.0940853088365176,0
"89",9,"9","spanish","english",1,0.382845155118599,-2.19722457733622,0.369686272768906,-1.44469314944871,0.190819639372841,0
"90",10,"9","spanish","english",1,-0.419229286214425,-2.19722457733622,0.369686272768906,-2.24676759078174,0.0956286508048666,0
"91",1,"10","spanish","english",1,1.00820240136328,-2.19722457733622,-0.263897453174974,-1.45291962914791,0.189552638888771,0
"92",2,"10","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.263897453174974,-2.99400474117296,0.0476974550148721,0
"93",3,"10","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.263897453174974,-3.10797510189468,0.0427794858585571,0
"94",4,"10","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.263897453174974,-2.69354964094027,0.0633550516581706,0
"95",5,"10","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.263897453174974,-2.37638853194797,0.0849910000632488,0
"96",6,"10","spanish","english",1,0.146737253389788,-2.19722457733622,-0.263897453174974,-2.31438477712141,0.0899386063312528,0
"97",7,"10","spanish","english",1,0.295092758504929,-2.19722457733622,-0.263897453174974,-2.16602927200627,0.102842819998411,0
"98",8,"10","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.263897453174974,-2.89832695617199,0.0522363296007184,0
"99",9,"10","spanish","english",1,0.382845155118599,-2.19722457733622,-0.263897453174974,-2.0782768753926,0.11122619199031,0
"100",10,"10","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.263897453174974,-2.88035131672562,0.0531334587751354,0
"101",1,"11","spanish","english",1,1.00820240136328,-2.19722457733622,-0.029368024501691,-1.21839020047463,0.228219869454904,0
"102",2,"11","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.029368024501691,-2.75947531249968,0.0595537454099685,0
"103",3,"11","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.029368024501691,-2.8734456732214,0.0534819577809053,0
"104",4,"11","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.029368024501691,-2.45902021226699,0.0787814158313518,0
"105",5,"11","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.029368024501691,-2.14185910327469,0.105094413232929,0
"106",6,"11","spanish","english",1,0.146737253389788,-2.19722457733622,-0.029368024501691,-2.07985534844812,0.111070247883328,0
"107",7,"11","spanish","english",1,0.295092758504929,-2.19722457733622,-0.029368024501691,-1.93149984333298,0.126584663071034,0
"108",8,"11","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.029368024501691,-2.66379752749871,0.0651436818010764,0
"109",9,"11","spanish","english",1,0.382845155118599,-2.19722457733622,-0.029368024501691,-1.84374744671931,0.136608691177116,0
"110",10,"11","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.029368024501691,-2.64582188805234,0.0662469926029051,1
"111",1,"12","spanish","english",1,1.00820240136328,-2.19722457733622,0.463175668790679,-0.725846507182261,0.326106843759727,0
"112",2,"12","spanish","english",1,-0.532882710661767,-2.19722457733622,0.463175668790679,-2.26693161920731,0.093898950917988,0
"113",3,"12","spanish","english",1,-0.646853071383485,-2.19722457733622,0.463175668790679,-2.38090197992903,0.0846406571916263,0
"114",4,"12","spanish","english",1,-0.23242761042908,-2.19722457733622,0.463175668790679,-1.96647651897462,0.122767847198451,1
"115",5,"12","spanish","english",1,0.0847334985632214,-2.19722457733622,0.463175668790679,-1.64931540998232,0.16120149533976,0
"116",6,"12","spanish","english",1,0.146737253389788,-2.19722457733622,0.463175668790679,-1.58731165515575,0.169762464461383,1
"117",7,"12","spanish","english",1,0.295092758504929,-2.19722457733622,0.463175668790679,-1.43895615004061,0.19170704675582,0
"118",8,"12","spanish","english",1,-0.437204925660795,-2.19722457733622,0.463175668790679,-2.17125383420634,0.102361768893429,0
"119",9,"12","spanish","english",1,0.382845155118599,-2.19722457733622,0.463175668790679,-1.35120375342694,0.205673642525033,0
"120",10,"12","spanish","english",1,-0.419229286214425,-2.19722457733622,0.463175668790679,-2.15327819475997,0.104025285313112,0
"121",1,"13","spanish","english",1,1.00820240136328,-2.19722457733622,0.116502701889671,-1.07251947408327,0.254924245208933,0
"122",2,"13","spanish","english",1,-0.532882710661767,-2.19722457733622,0.116502701889671,-2.61360458610832,0.0682679680704015,0
"123",3,"13","spanish","english",1,-0.646853071383485,-2.19722457733622,0.116502701889671,-2.72757494683003,0.0613656972647438,0
"124",4,"13","spanish","english",1,-0.23242761042908,-2.19722457733622,0.116502701889671,-2.31314948587563,0.0900397657205399,0
"125",5,"13","spanish","english",1,0.0847334985632214,-2.19722457733622,0.116502701889671,-1.99598837688333,0.119624760557304,0
"126",6,"13","spanish","english",1,0.146737253389788,-2.19722457733622,0.116502701889671,-1.93398462205676,0.126310198289571,0
"127",7,"13","spanish","english",1,0.295092758504929,-2.19722457733622,0.116502701889671,-1.78562911694162,0.143609442977686,1
"128",8,"13","spanish","english",1,-0.437204925660795,-2.19722457733622,0.116502701889671,-2.51792680110734,0.0746109612745367,1
"129",9,"13","spanish","english",1,0.382845155118599,-2.19722457733622,0.116502701889671,-1.69787672032795,0.154742781111178,0
"130",10,"13","spanish","english",1,-0.419229286214425,-2.19722457733622,0.116502701889671,-2.49995116166097,0.0758616038412408,0
"131",1,"14","spanish","english",1,1.00820240136328,-2.19722457733622,0.731251940052562,-0.457770235920378,0.38751491898894,1
"132",2,"14","spanish","english",1,-0.532882710661767,-2.19722457733622,0.731251940052562,-1.99885534794542,0.119323155539644,0
"133",3,"14","spanish","english",1,-0.646853071383485,-2.19722457733622,0.731251940052562,-2.11282570866714,0.107856465889011,1
"134",4,"14","spanish","english",1,-0.23242761042908,-2.19722457733622,0.731251940052562,-1.69840024771274,0.154674317439256,0
"135",5,"14","spanish","english",1,0.0847334985632214,-2.19722457733622,0.731251940052562,-1.38123913872044,0.200810062372435,1
"136",6,"14","spanish","english",1,0.146737253389788,-2.19722457733622,0.731251940052562,-1.31923538389387,0.210945533800669,0
"137",7,"14","spanish","english",1,0.295092758504929,-2.19722457733622,0.731251940052562,-1.17087987877873,0.236695978873532,0
"138",8,"14","spanish","english",1,-0.437204925660795,-2.19722457733622,0.731251940052562,-1.90317756294445,0.129749259471887,0
"139",9,"14","spanish","english",1,0.382845155118599,-2.19722457733622,0.731251940052562,-1.08312748216506,0.252914626085897,0
"140",10,"14","spanish","english",1,-0.419229286214425,-2.19722457733622,0.731251940052562,-1.88520192349808,0.131792511653316,0
"141",1,"15","spanish","english",1,1.00820240136328,-2.19722457733622,-0.726369481916698,-1.91539165788964,0.128376338201644,0
"142",2,"15","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.726369481916698,-3.45647676991469,0.0305762941382152,0
"143",3,"15","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.726369481916698,-3.5704471306364,0.0273729041942466,0
"144",4,"15","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.726369481916698,-3.156021669682,0.040854662223109,0
"145",5,"15","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.726369481916698,-2.8388605606897,0.0552599935879045,0
"146",6,"15","spanish","english",1,0.146737253389788,-2.19722457733622,-0.726369481916698,-2.77685680586313,0.058587678584626,0
"147",7,"15","spanish","english",1,0.295092758504929,-2.19722457733622,-0.726369481916698,-2.62850130074799,0.0673264983679791,0
"148",8,"15","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.726369481916698,-3.36079898491371,0.0335433120065867,0
"149",9,"15","spanish","english",1,0.382845155118599,-2.19722457733622,-0.726369481916698,-2.54074890413432,0.0730504458517732,0
"150",10,"15","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.726369481916698,-3.34282334546734,0.0341309606569061,0
"151",1,"16","spanish","english",1,1.00820240136328,-2.19722457733622,0.50701950609077,-0.68200266988217,0.335814474098575,0
"152",2,"16","spanish","english",1,-0.532882710661767,-2.19722457733622,0.50701950609077,-2.22308778190722,0.0976962727098766,0
"153",3,"16","spanish","english",1,-0.646853071383485,-2.19722457733622,0.50701950609077,-2.33705814262894,0.0880999726342216,0
"154",4,"16","spanish","english",1,-0.23242761042908,-2.19722457733622,0.50701950609077,-1.92263268167453,0.127568275636644,0
"155",5,"16","spanish","english",1,0.0847334985632214,-2.19722457733622,0.50701950609077,-1.60547157268223,0.167218275754291,0
"156",6,"16","spanish","english",1,0.146737253389788,-2.19722457733622,0.50701950609077,-1.54346781785566,0.176031721464272,0
"157",7,"16","spanish","english",1,0.295092758504929,-2.19722457733622,0.50701950609077,-1.39511231274052,0.198592859288138,0
"158",8,"16","spanish","english",1,-0.437204925660795,-2.19722457733622,0.50701950609077,-2.12740999690625,0.106461120280029,0
"159",9,"16","spanish","english",1,0.382845155118599,-2.19722457733622,0.50701950609077,-1.30735991612685,0.212928961022419,0
"160",10,"16","spanish","english",1,-0.419229286214425,-2.19722457733622,0.50701950609077,-2.10943435745988,0.108183227643891,0
"161",1,"17","spanish","english",1,1.00820240136328,-2.19722457733622,-0.29758355205083,-1.48660572802377,0.18443173573718,0
"162",2,"17","spanish","english",1,-0.532882710661767,-2.19722457733622,-0.29758355205083,-3.02769084004882,0.0461904549159961,0
"163",3,"17","spanish","english",1,-0.646853071383485,-2.19722457733622,-0.29758355205083,-3.14166120077053,0.0414211103874393,0
"164",4,"17","spanish","english",1,-0.23242761042908,-2.19722457733622,-0.29758355205083,-2.72723573981613,0.0613852384785707,0
"165",5,"17","spanish","english",1,0.0847334985632214,-2.19722457733622,-0.29758355205083,-2.41007463082383,0.0824076746191655,0
"166",6,"17","spanish","english",1,0.146737253389788,-2.19722457733622,-0.29758355205083,-2.34807087599726,0.0872192316843511,0
"167",7,"17","spanish","english",1,0.295092758504929,-2.19722457733622,-0.29758355205083,-2.19971537088212,0.0997760518201235,0
"168",8,"17","spanish","english",1,-0.437204925660795,-2.19722457733622,-0.29758355205083,-2.93201305504784,0.0505935426507325,1
"169",9,"17","spanish","english",1,0.382845155118599,-2.19722457733622,-0.29758355205083,-2.11196297426845,0.107939509257853,0
"170",10,"17","spanish","english",1,-0.419229286214425,-2.19722457733622,-0.29758355205083,-2.91403741560148,0.0514639899249737,0
"171",1,"18","spanish","english",1,1.00820240136328,-2.19722457733622,1.15464188344943,-0.0343802925235135,0.491405773386999,0
"172",2,"18","spanish","english",1,-0.532882710661767,-2.19722457733622,1.15464188344943,-1.57546540454856,0.171438650341521,1
"173",3,"18","spanish","english",1,-0.646853071383485,-2.19722457733622,1.15464188344943,-1.68943576527028,0.155850056892096,0
"174",4,"18","spanish","english",1,-0.23242761042908,-2.19722457733622,1.15464188344943,-1.27501030431587,0.218400777126463,0
"175",5,"18","spanish","english",1,0.0847334985632214,-2.19722457733622,1.15464188344943,-0.957849195323572,0.277309028391629,0
"176",6,"18","spanish","english",1,0.146737253389788,-2.19722457733622,1.15464188344943,-0.895845440497006,0.289905008295939,0
"177",7,"18","spanish","english",1,0.295092758504929,-2.19722457733622,1.15464188344943,-0.747489935381864,0.321368477144242,0
"178",8,"18","spanish","english",1,-0.437204925660795,-2.19722457733622,1.15464188344943,-1.47978761954759,0.18545950024864,1
"179",9,"18","spanish","english",1,0.382845155118599,-2.19722457733622,1.15464188344943,-0.659737538768195,0.340798572287855,1
"180",10,"18","spanish","english",1,-0.419229286214425,-2.19722457733622,1.15464188344943,-1.46181198010122,0.188190344011185,0
"181",1,"19","spanish","english",1,1.00820240136328,-2.19722457733622,0.310525179370457,-0.878496996602483,0.293489334927421,1
"182",2,"19","spanish","english",1,-0.532882710661767,-2.19722457733622,0.310525179370457,-2.41958210862753,0.0816915993912242,0
"183",3,"19","spanish","english",1,-0.646853071383485,-2.19722457733622,0.310525179370457,-2.53355246934925,0.0735392455343118,0
"184",4,"19","spanish","english",1,-0.23242761042908,-2.19722457733622,0.310525179370457,-2.11912700839484,0.107251629658284,0
"185",5,"19","spanish","english",1,0.0847334985632214,-2.19722457733622,0.310525179370457,-1.80196589940254,0.141611925714424,1
"186",6,"19","spanish","english",1,0.146737253389788,-2.19722457733622,0.310525179370457,-1.73996214457598,0.149317742936962,0
"187",7,"19","spanish","english",1,0.295092758504929,-2.19722457733622,0.310525179370457,-1.59160663946083,0.169157974075077,1
"188",8,"19","spanish","english",1,-0.437204925660795,-2.19722457733622,0.310525179370457,-2.32390432362656,0.0891624703336145,0
"189",9,"19","spanish","english",1,0.382845155118599,-2.19722457733622,0.310525179370457,-1.50385424284716,0.181851380627541,0
"190",10,"19","spanish","english",1,-0.419229286214425,-2.19722457733622,0.310525179370457,-2.30592868418019,0.0906331387724548,1
"191",1,"20","spanish","english",1,1.00820240136328,-2.19722457733622,0.213869474810031,-0.975152701162909,0.273854651799792,1
"192",2,"20","spanish","english",1,-0.532882710661767,-2.19722457733622,0.213869474810031,-2.51623781318796,0.0747276598538597,0
"193",3,"20","spanish","english",1,-0.646853071383485,-2.19722457733622,0.213869474810031,-2.63020817390967,0.0672193967100458,0
"194",4,"20","spanish","english",1,-0.23242761042908,-2.19722457733622,0.213869474810031,-2.21578271295527,0.0983421222239552,1
"195",5,"20","spanish","english",1,0.0847334985632214,-2.19722457733622,0.213869474810031,-1.89862160396297,0.13026456114106,0
"196",6,"20","spanish","english",1,0.146737253389788,-2.19722457733622,0.213869474810031,-1.8366178491364,0.137451784832651,0
"197",7,"20","spanish","english",1,0.295092758504929,-2.19722457733622,0.213869474810031,-1.68826234402126,0.156004495499564,0
"198",8,"20","spanish","english",1,-0.437204925660795,-2.19722457733622,0.213869474810031,-2.42056002818698,0.0816182677453078,0
"199",9,"20","spanish","english",1,0.382845155118599,-2.19722457733622,0.213869474810031,-1.60050994740759,0.167910354749435,0
"200",10,"20","spanish","english",1,-0.419229286214425,-2.19722457733622,0.213869474810031,-2.40258438874061,0.0829758361091545,0
"201",1,"21","spanish","english",1,1.00820240136328,-2.19722457733622,0.192141053177053,-0.996881122795887,0.269555071572131,0
"202",2,"21","spanish","english",1,-0.532882710661767,-2.19722457733622,0.192141053177053,-2.53796623482093,0.0732390957448525,0
"203",3,"21","spanish","english",1,-0.646853071383485,-2.19722457733622,0.192141053177053,-2.65193659554265,0.0658697487468571,0
"204",4,"21","spanish","english",1,-0.23242761042908,-2.19722457733622,0.192141053177053,-2.23751113458825,0.0964321863545283,0
"205",5,"21","spanish","english",1,0.0847334985632214,-2.19722457733622,0.192141053177053,-1.92035002559595,0.127822539003657,0
"206",6,"21","spanish","english",1,0.146737253389788,-2.19722457733622,0.192141053177053,-1.85834627076938,0.13489592402529,0
"207",7,"21","spanish","english",1,0.295092758504929,-2.19722457733622,0.192141053177053,-1.70999076565424,0.153164913505971,0
"208",8,"21","spanish","english",1,-0.437204925660795,-2.19722457733622,0.192141053177053,-2.44228844981996,0.0800043120025239,0
"209",9,"21","spanish","english",1,0.382845155118599,-2.19722457733622,0.192141053177053,-1.62223836904057,0.164896403037239,0
"210",10,"21","spanish","english",1,-0.419229286214425,-2.19722457733622,0.192141053177053,-2.42431281037359,0.0813374127775147,0
"211",1,"22","spanish","english",1,1.00820240136328,-2.19722457733622,0.475660428859642,-0.713361747113298,0.32885644294682,0
"212",2,"22","spanish","english",1,-0.532882710661767,-2.19722457733622,0.475660428859642,-2.25444685913834,0.09496657757817,0
"213",3,"22","spanish","english",1,-0.646853071383485,-2.19722457733622,0.475660428859642,-2.36841721986006,0.0856129635802906,0
"214",4,"22","spanish","english",1,-0.23242761042908,-2.19722457733622,0.475660428859642,-1.95399175890566,0.124118749440199,1
"215",5,"22","spanish","english",1,0.0847334985632214,-2.19722457733622,0.475660428859642,-1.63683064991336,0.162896778046484,0
"216",6,"22","spanish","english",1,0.146737253389788,-2.19722457733622,0.475660428859642,-1.57482689508679,0.171529368004202,0
"217",7,"22","spanish","english",1,0.295092758504929,-2.19722457733622,0.475660428859642,-1.42647138997165,0.193649078014978,0
"218",8,"22","spanish","english",1,-0.437204925660795,-2.19722457733622,0.475660428859642,-2.15876907413737,0.103514624838794,0
"219",9,"22","spanish","english",1,0.382845155118599,-2.19722457733622,0.475660428859642,-1.33871899335798,0.207720798564843,0
"220",10,"22","spanish","english",1,-0.419229286214425,-2.19722457733622,0.475660428859642,-2.140793434691,0.10519468110011,0
"221",1,"23","spanish","english",1,1.00820240136328,-2.19722457733622,0.0330535494734058,-1.15596862649953,0.239400578287289,0
"222",2,"23","spanish","english",1,-0.532882710661767,-2.19722457733622,0.0330535494734058,-2.69705373852458,0.0631474322206758,0
"223",3,"23","spanish","english",1,-0.646853071383485,-2.19722457733622,0.0330535494734058,-2.8110240992463,0.0567313533969539,0
