"","word","participant","language","l1","step","u0s","b0","u0p","logodds","probability","response"
"1",1,"1","hungarian","english",1,0.189871215543661,-2.19722457733622,-0.428641176764094,-2.43599453855665,0.08046879295133,0
"2",2,"1","hungarian","english",1,-0.24529125724398,-2.19722457733622,-0.428641176764094,-2.87115701134429,0.0535979320607266,0
"3",3,"1","hungarian","english",1,-0.527316436589395,-2.19722457733622,-0.428641176764094,-3.15318219068971,0.0409660739704921,0
"4",4,"1","hungarian","english",1,0.438954972988259,-2.19722457733622,-0.428641176764094,-2.18691078111206,0.100932078705681,0
"5",5,"1","hungarian","english",1,-0.729481143370855,-2.19722457733622,-0.428641176764094,-3.35534689747117,0.0337205088413995,0
"6",6,"1","hungarian","english",1,0.0545854641175339,-2.19722457733622,-0.428641176764094,-2.57128028998278,0.0710098002713044,0
"7",7,"1","hungarian","english",1,0.376673291548142,-2.19722457733622,-0.428641176764094,-2.24919246255217,0.0954191441847652,0
"8",8,"1","hungarian","english",1,0.446111116528624,-2.19722457733622,-0.428641176764094,-2.17975463757169,0.101583318501645,0
"9",9,"1","hungarian","english",1,-0.160024288614681,-2.19722457733622,-0.428641176764094,-2.785890042715,0.0580914310411353,0
"10",10,"1","hungarian","english",1,0.715775266755686,-2.19722457733622,-0.428641176764094,-1.91009048734463,0.128970686705618,1
"11",1,"2","hungarian","english",1,0.189871215543661,-2.19722457733622,0.700156532208684,-1.30719682958387,0.212956294011404,0
"12",2,"2","hungarian","english",1,-0.24529125724398,-2.19722457733622,0.700156532208684,-1.74235930237152,0.149013507166993,0
"13",3,"2","hungarian","english",1,-0.527316436589395,-2.19722457733622,0.700156532208684,-2.02438448171693,0.116666386642329,0
"14",4,"2","hungarian","english",1,0.438954972988259,-2.19722457733622,0.700156532208684,-1.05811307213928,0.257670214162021,0
"15",5,"2","hungarian","english",1,-0.729481143370855,-2.19722457733622,0.700156532208684,-2.22654918849839,0.097391568412538,0
"16",6,"2","hungarian","english",1,0.0545854641175339,-2.19722457733622,0.700156532208684,-1.44248258101,0.191161201035344,0
"17",7,"2","hungarian","english",1,0.376673291548142,-2.19722457733622,0.700156532208684,-1.12039475357939,0.24593806815718,0
"18",8,"2","hungarian","english",1,0.446111116528624,-2.19722457733622,0.700156532208684,-1.05095692859891,0.259041386603732,0
"19",9,"2","hungarian","english",1,-0.160024288614681,-2.19722457733622,0.700156532208684,-1.65709233374222,0.160152702790722,0
"20",10,"2","hungarian","english",1,0.715775266755686,-2.19722457733622,0.700156532208684,-0.78129277837185,0.314041329628462,0
"21",1,"3","hungarian","english",1,0.189871215543661,-2.19722457733622,0.433786417064205,-1.57356694472835,0.171708489932233,0
"22",2,"3","hungarian","english",1,-0.24529125724398,-2.19722457733622,0.433786417064205,-2.00872941751599,0.118289431546693,0
"23",3,"3","hungarian","english",1,-0.527316436589395,-2.19722457733622,0.433786417064205,-2.29075459686141,0.0918915613128783,0
"24",4,"3","hungarian","english",1,0.438954972988259,-2.19722457733622,0.433786417064205,-1.32448318728376,0.210073374944432,0
"25",5,"3","hungarian","english",1,-0.729481143370855,-2.19722457733622,0.433786417064205,-2.49291930364287,0.0763560563031981,0
"26",6,"3","hungarian","english",1,0.0545854641175339,-2.19722457733622,0.433786417064205,-1.70885269615448,0.153312585565122,0
"27",7,"3","hungarian","english",1,0.376673291548142,-2.19722457733622,0.433786417064205,-1.38676486872387,0.199924729409367,0
"28",8,"3","hungarian","english",1,0.446111116528624,-2.19722457733622,0.433786417064205,-1.31732704374339,0.211263347491688,0
"29",9,"3","hungarian","english",1,-0.160024288614681,-2.19722457733622,0.433786417064205,-1.9234624488867,0.127475955552928,0
"30",10,"3","hungarian","english",1,0.715775266755686,-2.19722457733622,0.433786417064205,-1.04766289351633,0.259674141889896,1
"31",1,"4","hungarian","english",1,0.189871215543661,-2.19722457733622,-0.0843224120618819,-2.09167577385444,0.10990852847969,0
"32",2,"4","hungarian","english",1,-0.24529125724398,-2.19722457733622,-0.0843224120618819,-2.52683824664208,0.0739980056199984,0
"33",3,"4","hungarian","english",1,-0.527316436589395,-2.19722457733622,-0.0843224120618819,-2.8088634259875,0.0568470881048762,0
"34",4,"4","hungarian","english",1,0.438954972988259,-2.19722457733622,-0.0843224120618819,-1.84259201640984,0.136745027663566,1
"35",5,"4","hungarian","english",1,-0.729481143370855,-2.19722457733622,-0.0843224120618819,-3.01102813276896,0.046930138236913,0
"36",6,"4","hungarian","english",1,0.0545854641175339,-2.19722457733622,-0.0843224120618819,-2.22696152528057,0.0973553273663756,0
"37",7,"4","hungarian","english",1,0.376673291548142,-2.19722457733622,-0.0843224120618819,-1.90487369784996,0.129557861677918,0
"38",8,"4","hungarian","english",1,0.446111116528624,-2.19722457733622,-0.0843224120618819,-1.83543587286948,0.137591978570624,0
