"","word","participant","language","l1","step","u0s","b0","u0p","logodds","probability","response"
"1",1,"1","german","english",1,0.231410726075731,-2.19722457733622,-0.910511315895905,-2.87632516715639,0.0533363803575595,0
"2",2,"1","german","english",1,-0.732670749392596,-2.19722457733622,-0.910511315895905,-3.84040664262472,0.0210329723793487,0
"3",3,"1","german","english",1,-0.705047928914243,-2.19722457733622,-0.910511315895905,-3.81278382214637,0.0216093312755318,0
"4",4,"1","german","english",1,-0.669488844599893,-2.19722457733622,-0.910511315895905,-3.77722473783202,0.0223740628981885,0
"5",5,"1","german","english",1,-0.331987042287764,-2.19722457733622,-0.910511315895905,-3.43972293551989,0.0310768257801189,0
"6",6,"1","german","english",1,-0.393265992605645,-2.19722457733622,-0.910511315895905,-3.50100188583777,0.0292837375087854,0
"7",7,"1","german","english",1,-0.540746190050887,-2.19722457733622,-0.910511315895905,-3.64848208328301,0.025370209059783,0
"8",8,"1","german","english",1,0.662129732095765,-2.19722457733622,-0.910511315895905,-2.44560616113636,0.079760456450644,1
"9",9,"1","german","english",1,-0.78193573210112,-2.19722457733622,-0.910511315895905,-3.88967162533325,0.0200421574498485,0
"10",10,"1","german","english",1,1.12112955720537,-2.19722457733622,-0.910511315895905,-1.98660633602675,0.120616358600192,0
"11",1,"2","german","english",1,0.231410726075731,-2.19722457733622,-0.200504637968683,-2.16631848922917,0.102816138096685,0
"12",2,"2","german","english",1,-0.732670749392596,-2.19722457733622,-0.200504637968683,-3.1303999646975,0.0418705585676398,0
"13",3,"2","german","english",1,-0.705047928914243,-2.19722457733622,-0.200504637968683,-3.10277714421915,0.0429928457074956,0
"14",4,"2","german","english",1,-0.669488844599893,-2.19722457733622,-0.200504637968683,-3.0672180599048,0.0444799143622016,0
"15",5,"2","german","english",1,-0.331987042287764,-2.19722457733622,-0.200504637968683,-2.72971625759267,0.0612424736603151,0
"16",6,"2","german","english",1,-0.393265992605645,-2.19722457733622,-0.200504637968683,-2.79099520791055,0.0578127220303873,0
"17",7,"2","german","english",1,-0.540746190050887,-2.19722457733622,-0.200504637968683,-2.93847540535579,0.0502840311425351,1
"18",8,"2","german","english",1,0.662129732095765,-2.19722457733622,-0.200504637968683,-1.73559948320914,0.14987274493264,0
"19",9,"2","german","english",1,-0.78193573210112,-2.19722457733622,-0.200504637968683,-3.17966494740602,0.0399381789347897,0
"20",10,"2","german","english",1,1.12112955720537,-2.19722457733622,-0.200504637968683,-1.27659965809953,0.21812959287982,0
"21",1,"3","german","english",1,0.231410726075731,-2.19722457733622,0.413114079622853,-1.55269977163764,0.174696679247384,0
"22",2,"3","german","english",1,-0.732670749392596,-2.19722457733622,0.413114079622853,-2.51678124710596,0.074690093647899,0
"23",3,"3","german","english",1,-0.705047928914243,-2.19722457733622,0.413114079622853,-2.48915842662761,0.0766217181557972,0
"24",4,"3","german","english",1,-0.669488844599893,-2.19722457733622,0.413114079622853,-2.45359934231326,0.0791757343596866,0
"25",5,"3","german","english",1,-0.331987042287764,-2.19722457733622,0.413114079622853,-2.11609754000113,0.107542042688739,0
"26",6,"3","german","english",1,-0.393265992605645,-2.19722457733622,0.413114079622853,-2.17737649031901,0.101800563820398,0
"27",7,"3","german","english",1,-0.540746190050887,-2.19722457733622,0.413114079622853,-2.32485668776425,0.0890851566941318,0
"28",8,"3","german","english",1,0.662129732095765,-2.19722457733622,0.413114079622853,-1.1219807656176,0.245644056736635,0
"29",9,"3","german","english",1,-0.78193573210112,-2.19722457733622,0.413114079622853,-2.56604622981449,0.0713558538818236,0
