"","word","participant","language","l1","step","u0s","b0"
"1",1,1,"english","english",7,-0.149350601858807,2.94443897916644
"2",2,1,"english","english",7,-0.117067862152862,2.94443897916644
"3",3,1,"english","english",7,1.01116478343097,2.94443897916644
"4",4,1,"english","english",7,-0.0614044950350495,2.94443897916644
"5",5,1,"english","english",7,-0.409952041990799,2.94443897916644
"6",6,1,"english","english",7,-0.390034320703481,2.94443897916644
"7",7,1,"english","english",7,-0.641434747185717,2.94443897916644
"8",8,1,"english","english",7,-0.268513501982601,2.94443897916644
"9",9,1,"english","english",7,0.0476044897880366,2.94443897916644
"10",10,1,"english","english",7,-0.210900860029734,2.94443897916644
"11",1,2,"english","english",7,-0.149350601858807,2.94443897916644
"12",2,2,"english","english",7,-0.117067862152862,2.94443897916644
"13",3,2,"english","english",7,1.01116478343097,2.94443897916644
"14",4,2,"english","english",7,-0.0614044950350495,2.94443897916644
"15",5,2,"english","english",7,-0.409952041990799,2.94443897916644
"16",6,2,"english","english",7,-0.390034320703481,2.94443897916644
"17",7,2,"english","english",7,-0.641434747185717,2.94443897916644
"18",8,2,"english","english",7,-0.268513501982601,2.94443897916644
"19",9,2,"english","english",7,0.0476044897880366,2.94443897916644
"20",10,2,"english","english",7,-0.210900860029734,2.94443897916644
"21",1,3,"english","english",7,-0.149350601858807,2.94443897916644
"22",2,3,"english","english",7,-0.117067862152862,2.94443897916644
"23",3,3,"english","english",7,1.01116478343097,2.94443897916644
"24",4,3,"english","english",7,-0.0614044950350495,2.94443897916644
"25",5,3,"english","english",7,-0.409952041990799,2.94443897916644
"26",6,3,"english","english",7,-0.390034320703481,2.94443897916644
"27",7,3,"english","english",7,-0.641434747185717,2.94443897916644
"28",8,3,"english","english",7,-0.268513501982601,2.94443897916644
"29",9,3,"english","english",7,0.0476044897880366,2.94443897916644
"30",10,3,"english","english",7,-0.210900860029734,2.94443897916644
"31",1,4,"english","english",7,-0.149350601858807,2.94443897916644
"32",2,4,"english","english",7,-0.117067862152862,2.94443897916644
"33",3,4,"english","english",7,1.01116478343097,2.94443897916644
"34",4,4,"english","english",7,-0.0614044950350495,2.94443897916644
"35",5,4,"english","english",7,-0.409952041990799,2.94443897916644
"36",6,4,"english","english",7,-0.390034320703481,2.94443897916644
"37",7,4,"english","english",7,-0.641434747185717,2.94443897916644
"38",8,4,"english","english",7,-0.268513501982601,2.94443897916644
"39",9,4,"english","english",7,0.0476044897880366,2.94443897916644
"40",10,4,"english","english",7,-0.210900860029734,2.94443897916644
"41",1,5,"english","english",7,-0.149350601858807,2.94443897916644
"42",2,5,"english","english",7,-0.117067862152862,2.94443897916644
"43",3,5,"english","english",7,1.01116478343097,2.94443897916644
"44",4,5,"english","english",7,-0.0614044950350495,2.94443897916644
"45",5,5,"english","english",7,-0.409952041990799,2.94443897916644
"46",6,5,"english","english",7,-0.390034320703481,2.94443897916644
"47",7,5,"english","english",7,-0.641434747185717,2.94443897916644
"48",8,5,"english","english",7,-0.268513501982601,2.94443897916644
"49",9,5,"english","english",7,0.0476044897880366,2.94443897916644
"50",10,5,"english","english",7,-0.210900860029734,2.94443897916644
"51",1,6,"english","english",7,-0.149350601858807,2.94443897916644
"52",2,6,"english","english",7,-0.117067862152862,2.94443897916644
"53",3,6,"english","english",7,1.01116478343097,2.94443897916644
"54",4,6,"english","english",7,-0.0614044950350495,2.94443897916644
"55",5,6,"english","english",7,-0.409952041990799,2.94443897916644
"56",6,6,"english","english",7,-0.390034320703481,2.94443897916644
"57",7,6,"english","english",7,-0.641434747185717,2.94443897916644
"58",8,6,"english","english",7,-0.268513501982601,2.94443897916644
"59",9,6,"english","english",7,0.0476044897880366,2.94443897916644
"60",10,6,"english","english",7,-0.210900860029734,2.94443897916644
"61",1,7,"english","english",7,-0.149350601858807,2.94443897916644
"62",2,7,"english","english",7,-0.117067862152862,2.94443897916644
"63",3,7,"english","english",7,1.01116478343097,2.94443897916644
"64",4,7,"english","english",7,-0.0614044950350495,2.94443897916644
"65",5,7,"english","english",7,-0.409952041990799,2.94443897916644
"66",6,7,"english","english",7,-0.390034320703481,2.94443897916644
"67",7,7,"english","english",7,-0.641434747185717,2.94443897916644
"68",8,7,"english","english",7,-0.268513501982601,2.94443897916644
"69",9,7,"english","english",7,0.0476044897880366,2.94443897916644
"70",10,7,"english","english",7,-0.210900860029734,2.94443897916644
"71",1,8,"english","english",7,-0.149350601858807,2.94443897916644
"72",2,8,"english","english",7,-0.117067862152862,2.94443897916644
"73",3,8,"english","english",7,1.01116478343097,2.94443897916644
"74",4,8,"english","english",7,-0.0614044950350495,2.94443897916644
"75",5,8,"english","english",7,-0.409952041990799,2.94443897916644
"76",6,8,"english","english",7,-0.390034320703481,2.94443897916644
"77",7,8,"english","english",7,-0.641434747185717,2.94443897916644
"78",8,8,"english","english",7,-0.268513501982601,2.94443897916644
"79",9,8,"english","english",7,0.0476044897880366,2.94443897916644
"80",10,8,"english","english",7,-0.210900860029734,2.94443897916644
"81",1,9,"english","english",7,-0.149350601858807,2.94443897916644
"82",2,9,"english","english",7,-0.117067862152862,2.94443897916644
"83",3,9,"english","english",7,1.01116478343097,2.94443897916644
