"","word","participant","language","l1","step","u0s","b0"
"1",1,1,"spanish","english",3,0.427950197497915,-0.847297860387204
"2",2,1,"spanish","english",3,0.132167818240021,-0.847297860387204
"3",3,1,"spanish","english",3,0.0894061677942403,-0.847297860387204
"4",4,1,"spanish","english",3,-0.09350082590726,-0.847297860387204
"5",5,1,"spanish","english",3,0.229718362086996,-0.847297860387204
"6",6,1,"spanish","english",3,-0.0645450505129221,-0.847297860387204
"7",7,1,"spanish","english",3,-0.0725482234105741,-0.847297860387204
"8",8,1,"spanish","english",3,0.146592545351908,-0.847297860387204
"9",9,1,"spanish","english",3,-0.0858268049582769,-0.847297860387204
"10",10,1,"spanish","english",3,-0.755425467264905,-0.847297860387204
"11",1,2,"spanish","english",3,0.427950197497915,-0.847297860387204
"12",2,2,"spanish","english",3,0.132167818240021,-0.847297860387204
"13",3,2,"spanish","english",3,0.0894061677942403,-0.847297860387204
"14",4,2,"spanish","english",3,-0.09350082590726,-0.847297860387204
"15",5,2,"spanish","english",3,0.229718362086996,-0.847297860387204
"16",6,2,"spanish","english",3,-0.0645450505129221,-0.847297860387204
"17",7,2,"spanish","english",3,-0.0725482234105741,-0.847297860387204
"18",8,2,"spanish","english",3,0.146592545351908,-0.847297860387204
"19",9,2,"spanish","english",3,-0.0858268049582769,-0.847297860387204
"20",10,2,"spanish","english",3,-0.755425467264905,-0.847297860387204
"21",1,3,"spanish","english",3,0.427950197497915,-0.847297860387204
"22",2,3,"spanish","english",3,0.132167818240021,-0.847297860387204
"23",3,3,"spanish","english",3,0.0894061677942403,-0.847297860387204
"24",4,3,"spanish","english",3,-0.09350082590726,-0.847297860387204
"25",5,3,"spanish","english",3,0.229718362086996,-0.847297860387204
"26",6,3,"spanish","english",3,-0.0645450505129221,-0.847297860387204
"27",7,3,"spanish","english",3,-0.0725482234105741,-0.847297860387204
"28",8,3,"spanish","english",3,0.146592545351908,-0.847297860387204
"29",9,3,"spanish","english",3,-0.0858268049582769,-0.847297860387204
"30",10,3,"spanish","english",3,-0.755425467264905,-0.847297860387204
"31",1,4,"spanish","english",3,0.427950197497915,-0.847297860387204
"32",2,4,"spanish","english",3,0.132167818240021,-0.847297860387204
"33",3,4,"spanish","english",3,0.0894061677942403,-0.847297860387204
"34",4,4,"spanish","english",3,-0.09350082590726,-0.847297860387204
"35",5,4,"spanish","english",3,0.229718362086996,-0.847297860387204
"36",6,4,"spanish","english",3,-0.0645450505129221,-0.847297860387204
"37",7,4,"spanish","english",3,-0.0725482234105741,-0.847297860387204
"38",8,4,"spanish","english",3,0.146592545351908,-0.847297860387204
"39",9,4,"spanish","english",3,-0.0858268049582769,-0.847297860387204
"40",10,4,"spanish","english",3,-0.755425467264905,-0.847297860387204
