"","word","participant","language","l1","u0p","u0w","b0","logodds","probability","response"
"1","para",1,"spanish","english",0.893184270127659,0.0727123268994076,-2.19722457733622,-1.23132798030915,0.225949082637189,0
"2","palo",1,"spanish","english",0.893184270127659,-1.24314582753802,-2.19722457733622,-2.54718613474658,0.0726157509193949,0
"3","pato",1,"spanish","english",0.893184270127659,-0.249779746960441,-2.19722457733622,-1.553820054169,0.174535218291565,0
"4","para",2,"spanish","english",1.06694178058094,0.0727123268994076,-2.19722457733622,-1.05757046985587,0.257774014751599,0
"5","palo",2,"spanish","english",1.06694178058094,-1.24314582753802,-2.19722457733622,-2.37342862429329,0.0852214677059947,0
"6","pato",2,"spanish","english",1.06694178058094,-0.249779746960441,-2.19722457733622,-1.38006254371572,0.200998955143571,0
"7","para",3,"spanish","english",-1.70588460342513,0.0727123268994076,-2.19722457733622,-3.83039685386195,0.0212400709760114,0
"8","palo",3,"spanish","english",-1.70588460342513,-1.24314582753802,-2.19722457733622,-5.14625500829937,0.00578747433024853,0
"9","pato",3,"spanish","english",-1.70588460342513,-0.249779746960441,-2.19722457733622,-4.15288892772179,0.0154756786820735,0
"10","para",4,"spanish","english",-0.449158545011027,0.0727123268994076,-2.19722457733622,-2.57367079544784,0.0708522664471757,0
"11","palo",4,"spanish","english",-0.449158545011027,-1.24314582753802,-2.19722457733622,-3.88952894988527,0.0200449598545139,0
"12","pato",4,"spanish","english",-0.449158545011027,-0.249779746960441,-2.19722457733622,-2.89616286930769,0.0523435724305602,0
"13","para",5,"spanish","english",0.638979383730706,0.0727123268994076,-2.19722457733622,-1.48553286670611,0.184593166603296,0
"14","palo",5,"spanish","english",0.638979383730706,-1.24314582753802,-2.19722457733622,-2.80139102114353,0.0572490540087128,0
"15","pato",5,"spanish","english",0.638979383730706,-0.249779746960441,-2.19722457733622,-1.80802494056595,0.140876998993128,1
"16","para",6,"spanish","english",1.77849098920339,0.0727123268994076,-2.19722457733622,-0.346021261233424,0.414347586219422,0
"17","palo",6,"spanish","english",1.77849098920339,-1.24314582753802,-2.19722457733622,-1.66187941567085,0.159509869049557,1
