"","word","participant","language","l1","step","u0s","b0"
"1",1,1,"english","english",6,-1.18081349027152,1.99243016469021
"2",2,1,"english","english",6,0.244815045267525,1.99243016469021
"3",3,1,"english","english",6,1.04862623951409,1.99243016469021
"4",4,1,"english","english",6,0.663586536453114,1.99243016469021
"5",5,1,"english","english",6,-0.117087116515345,1.99243016469021
"6",6,1,"english","english",6,-0.954799853541107,1.99243016469021
"7",7,1,"english","english",6,0.0190642077906163,1.99243016469021
"8",8,1,"english","english",6,0.263010141140186,1.99243016469021
"9",9,1,"english","english",6,-0.0037554931961868,1.99243016469021
"10",10,1,"english","english",6,-1.27222818224875,1.99243016469021
"11",1,2,"english","english",6,-1.18081349027152,1.99243016469021
"12",2,2,"english","english",6,0.244815045267525,1.99243016469021
"13",3,2,"english","english",6,1.04862623951409,1.99243016469021
"14",4,2,"english","english",6,0.663586536453114,1.99243016469021
"15",5,2,"english","english",6,-0.117087116515345,1.99243016469021
"16",6,2,"english","english",6,-0.954799853541107,1.99243016469021
"17",7,2,"english","english",6,0.0190642077906163,1.99243016469021
"18",8,2,"english","english",6,0.263010141140186,1.99243016469021
"19",9,2,"english","english",6,-0.0037554931961868,1.99243016469021
"20",10,2,"english","english",6,-1.27222818224875,1.99243016469021
"21",1,3,"english","english",6,-1.18081349027152,1.99243016469021
"22",2,3,"english","english",6,0.244815045267525,1.99243016469021
"23",3,3,"english","english",6,1.04862623951409,1.99243016469021
"24",4,3,"english","english",6,0.663586536453114,1.99243016469021
"25",5,3,"english","english",6,-0.117087116515345,1.99243016469021
"26",6,3,"english","english",6,-0.954799853541107,1.99243016469021
"27",7,3,"english","english",6,0.0190642077906163,1.99243016469021
"28",8,3,"english","english",6,0.263010141140186,1.99243016469021
"29",9,3,"english","english",6,-0.0037554931961868,1.99243016469021
"30",10,3,"english","english",6,-1.27222818224875,1.99243016469021
"31",1,4,"english","english",6,-1.18081349027152,1.99243016469021
"32",2,4,"english","english",6,0.244815045267525,1.99243016469021
"33",3,4,"english","english",6,1.04862623951409,1.99243016469021
"34",4,4,"english","english",6,0.663586536453114,1.99243016469021
"35",5,4,"english","english",6,-0.117087116515345,1.99243016469021
"36",6,4,"english","english",6,-0.954799853541107,1.99243016469021
"37",7,4,"english","english",6,0.0190642077906163,1.99243016469021
"38",8,4,"english","english",6,0.263010141140186,1.99243016469021
"39",9,4,"english","english",6,-0.0037554931961868,1.99243016469021
"40",10,4,"english","english",6,-1.27222818224875,1.99243016469021
"41",1,5,"english","english",6,-1.18081349027152,1.99243016469021
"42",2,5,"english","english",6,0.244815045267525,1.99243016469021
"43",3,5,"english","english",6,1.04862623951409,1.99243016469021
"44",4,5,"english","english",6,0.663586536453114,1.99243016469021
"45",5,5,"english","english",6,-0.117087116515345,1.99243016469021
"46",6,5,"english","english",6,-0.954799853541107,1.99243016469021
"47",7,5,"english","english",6,0.0190642077906163,1.99243016469021
"48",8,5,"english","english",6,0.263010141140186,1.99243016469021
"49",9,5,"english","english",6,-0.0037554931961868,1.99243016469021
"50",10,5,"english","english",6,-1.27222818224875,1.99243016469021
"51",1,6,"english","english",6,-1.18081349027152,1.99243016469021
"52",2,6,"english","english",6,0.244815045267525,1.99243016469021
"53",3,6,"english","english",6,1.04862623951409,1.99243016469021
"54",4,6,"english","english",6,0.663586536453114,1.99243016469021
"55",5,6,"english","english",6,-0.117087116515345,1.99243016469021
"56",6,6,"english","english",6,-0.954799853541107,1.99243016469021
"57",7,6,"english","english",6,0.0190642077906163,1.99243016469021
"58",8,6,"english","english",6,0.263010141140186,1.99243016469021
"59",9,6,"english","english",6,-0.0037554931961868,1.99243016469021
"60",10,6,"english","english",6,-1.27222818224875,1.99243016469021
"61",1,7,"english","english",6,-1.18081349027152,1.99243016469021
"62",2,7,"english","english",6,0.244815045267525,1.99243016469021
"63",3,7,"english","english",6,1.04862623951409,1.99243016469021
"64",4,7,"english","english",6,0.663586536453114,1.99243016469021
"65",5,7,"english","english",6,-0.117087116515345,1.99243016469021
"66",6,7,"english","english",6,-0.954799853541107,1.99243016469021
"67",7,7,"english","english",6,0.0190642077906163,1.99243016469021
"68",8,7,"english","english",6,0.263010141140186,1.99243016469021
"69",9,7,"english","english",6,-0.0037554931961868,1.99243016469021
"70",10,7,"english","english",6,-1.27222818224875,1.99243016469021
"71",1,8,"english","english",6,-1.18081349027152,1.99243016469021
"72",2,8,"english","english",6,0.244815045267525,1.99243016469021
"73",3,8,"english","english",6,1.04862623951409,1.99243016469021
"74",4,8,"english","english",6,0.663586536453114,1.99243016469021
"75",5,8,"english","english",6,-0.117087116515345,1.99243016469021
"76",6,8,"english","english",6,-0.954799853541107,1.99243016469021
"77",7,8,"english","english",6,0.0190642077906163,1.99243016469021
"78",8,8,"english","english",6,0.263010141140186,1.99243016469021
"79",9,8,"english","english",6,-0.0037554931961868,1.99243016469021
"80",10,8,"english","english",6,-1.27222818224875,1.99243016469021
"81",1,9,"english","english",6,-1.18081349027152,1.99243016469021
"82",2,9,"english","english",6,0.244815045267525,1.99243016469021
"83",3,9,"english","english",6,1.04862623951409,1.99243016469021
"84",4,9,"english","english",6,0.663586536453114,1.99243016469021
"85",5,9,"english","english",6,-0.117087116515345,1.99243016469021
"86",6,9,"english","english",6,-0.954799853541107,1.99243016469021
"87",7,9,"english","english",6,0.0190642077906163,1.99243016469021
"88",8,9,"english","english",6,0.263010141140186,1.99243016469021
"89",9,9,"english","english",6,-0.0037554931961868,1.99243016469021
"90",10,9,"english","english",6,-1.27222818224875,1.99243016469021
"91",1,10,"english","english",6,-1.18081349027152,1.99243016469021
"92",2,10,"english","english",6,0.244815045267525,1.99243016469021
"93",3,10,"english","english",6,1.04862623951409,1.99243016469021
"94",4,10,"english","english",6,0.663586536453114,1.99243016469021
"95",5,10,"english","english",6,-0.117087116515345,1.99243016469021
"96",6,10,"english","english",6,-0.954799853541107,1.99243016469021
"97",7,10,"english","english",6,0.0190642077906163,1.99243016469021
"98",8,10,"english","english",6,0.263010141140186,1.99243016469021
"99",9,10,"english","english",6,-0.0037554931961868,1.99243016469021
"100",10,10,"english","english",6,-1.27222818224875,1.99243016469021
"101",1,11,"english","english",6,-1.18081349027152,1.99243016469021
"102",2,11,"english","english",6,0.244815045267525,1.99243016469021
"103",3,11,"english","english",6,1.04862623951409,1.99243016469021
"104",4,11,"english","english",6,0.663586536453114,1.99243016469021
"105",5,11,"english","english",6,-0.117087116515345,1.99243016469021
"106",6,11,"english","english",6,-0.954799853541107,1.99243016469021
"107",7,11,"english","english",6,0.0190642077906163,1.99243016469021
"108",8,11,"english","english",6,0.263010141140186,1.99243016469021
"109",9,11,"english","english",6,-0.0037554931961868,1.99243016469021
