"","word","participant","language","l1","u0p","u0w","b0","logodds","probability","response"
"1","parrot",1,"english","english",-1.11850262061116,-0.286947607487956,2.19722457733622,0.791774349237103,0.688212190738521,1
"2","pass",1,"english","english",-1.11850262061116,0.520886618605413,2.19722457733622,1.59960857533047,0.831963671027898,1
"3","pong",1,"english","english",-1.11850262061116,-0.328796962388352,2.19722457733622,0.749924994336707,0.679162355597217,1
"4","parrot",2,"english","english",-0.647254560890268,-0.286947607487956,2.19722457733622,1.263022408958,0.779545959847568,1
"5","pass",2,"english","english",-0.647254560890268,0.520886618605413,2.19722457733622,2.07085663505136,0.888038161885384,1
"6","pong",2,"english","english",-0.647254560890268,-0.328796962388352,2.19722457733622,1.2211730540576,0.772269919265909,1
"7","parrot",3,"english","english",0.936606567387129,-0.286947607487956,2.19722457733622,2.84688353723539,0.945157365114292,0
"8","pass",3,"english","english",0.936606567387129,0.520886618605413,2.19722457733622,3.65471776332876,0.974783522378909,1
"9","pong",3,"english","english",0.936606567387129,-0.328796962388352,2.19722457733622,2.805034182335,0.942947256360886,1
"10","parrot",4,"english","english",0.275083825759343,-0.286947607487956,2.19722457733622,2.18536079560761,0.898927181152147,1
"11","pass",4,"english","english",0.275083825759343,0.520886618605413,2.19722457733622,2.99319502170098,0.95226575210412,1
"12","pong",4,"english","english",0.275083825759343,-0.328796962388352,2.19722457733622,2.14351144070721,0.895060887033112,1
"13","parrot",5,"english","english",-1.29812420428348,-0.286947607487956,2.19722457733622,0.612152765564781,0.648431720471189,1
"14","pass",5,"english","english",-1.29812420428348,0.520886618605413,2.19722457733622,1.41998699165815,0.805336377102714,1
"15","pong",5,"english","english",-1.29812420428348,-0.328796962388352,2.19722457733622,0.570303410664385,0.638833182628208,0
"16","parrot",6,"english","english",-0.923773847432647,-0.286947607487956,2.19722457733622,0.986503122415616,0.728396670499213,1
"17","pass",6,"english","english",-0.923773847432647,0.520886618605413,2.19722457733622,1.79433734850899,0.857458225305295,1
"18","pong",6,"english","english",-0.923773847432647,-0.328796962388352,2.19722457733622,0.944653767515221,0.720038737551007,1
"19","parrot",7,"english","english",0.892826042441037,-0.286947607487956,2.19722457733622,2.8031030122893,0.942843274885776,1
"20","pass",7,"english","english",0.892826042441037,0.520886618605413,2.19722457733622,3.61093723838267,0.973684705710372,1
"21","pong",7,"english","english",0.892826042441037,-0.328796962388352,2.19722457733622,2.7612536573889,0.94054577654609,1
"22","parrot",8,"english","english",-0.399463191111678,-0.286947607487956,2.19722457733622,1.51081377873659,0.819181777500659,0
"23","pass",8,"english","english",-0.399463191111678,0.520886618605413,2.19722457733622,2.31864800482995,0.910409727898859,1
"24","pong",8,"english","english",-0.399463191111678,-0.328796962388352,2.19722457733622,1.46896442383619,0.812899932525754,1
"25","parrot",9,"english","english",1.44096003472477,-0.286947607487956,2.19722457733622,3.35123700457304,0.966145319794263,1
"26","pass",9,"english","english",1.44096003472477,0.520886618605413,2.19722457733622,4.15907123066641,0.984618234397578,1
"27","pong",9,"english","english",1.44096003472477,-0.328796962388352,2.19722457733622,3.30938764967264,0.96474946194782,1
"28","parrot",10,"english","english",0.117260713248524,-0.286947607487956,2.19722457733622,2.02753768309679,0.883658175024986,1
"29","pass",10,"english","english",0.117260713248524,0.520886618605413,2.19722457733622,2.83537190919016,0.944557593896345,1
"30","pong",10,"english","english",0.117260713248524,-0.328796962388352,2.19722457733622,1.98568832819639,0.879286236179763,0
"31","parrot",11,"english","english",0.543485230962558,-0.286947607487956,2.19722457733622,2.45376220081082,0.920836138340888,0
"32","pass",11,"english","english",0.543485230962558,0.520886618605413,2.19722457733622,3.26159642690419,0.963087585476739,1
"33","pong",11,"english","english",0.543485230962558,-0.328796962388352,2.19722457733622,2.41191284591043,0.917731218390474,1
"34","parrot",12,"english","english",0.439004323780874,-0.286947607487956,2.19722457733622,2.34928129362914,0.912877083994669,1
"35","pass",12,"english","english",0.439004323780874,0.520886618605413,2.19722457733622,3.15711551972251,0.959188179381096,1
"36","pong",12,"english","english",0.439004323780874,-0.328796962388352,2.19722457733622,2.30743193872874,0.909490681402738,1
"37","parrot",13,"english","english",-0.132072307239071,-0.286947607487956,2.19722457733622,1.77820466260919,0.855475036516249,1
"38","pass",13,"english","english",-0.132072307239071,0.520886618605413,2.19722457733622,2.58603888870256,0.92995764350832,1
"39","pong",13,"english","english",-0.132072307239071,-0.328796962388352,2.19722457733622,1.7363553077088,0.850223529868837,1
"40","parrot",14,"english","english",-1.25012754526409,-0.286947607487956,2.19722457733622,0.660149424584178,0.659293953812672,1
"41","pass",14,"english","english",-1.25012754526409,0.520886618605413,2.19722457733622,1.46798365067755,0.812750717393913,1
"42","pong",14,"english","english",-1.25012754526409,-0.328796962388352,2.19722457733622,0.618300069683782,0.649831827302858,1
"43","parrot",15,"english","english",-0.186970987715806,-0.286947607487956,2.19722457733622,1.72330598213246,0.848554177797521,1
"44","pass",15,"english","english",-0.186970987715806,0.520886618605413,2.19722457733622,2.53114020822583,0.926296234993458,1
"45","pong",15,"english","english",-0.186970987715806,-0.328796962388352,2.19722457733622,1.68145662723206,0.843097316241802,1
"46","parrot",16,"english","english",0.237485800181705,-0.286947607487956,2.19722457733622,2.14776277002997,0.895459531061711,1
"47","pass",16,"english","english",0.237485800181705,0.520886618605413,2.19722457733622,2.95559699612334,0.950527352440759,1
"48","pong",16,"english","english",0.237485800181705,-0.328796962388352,2.19722457733622,2.10591341512957,0.891476604256624,1
"49","parrot",17,"english","english",0.815883042335926,-0.286947607487956,2.19722457733622,2.72616001218419,0.938552751972608,1
"50","pass",17,"english","english",0.815883042335926,0.520886618605413,2.19722457733622,3.53399423827756,0.971639685159307,1
"51","pong",17,"english","english",0.815883042335926,-0.328796962388352,2.19722457733622,2.68431065728379,0.936094479303582,1
"52","parrot",18,"english","english",0.419353712382513,-0.286947607487956,2.19722457733622,2.32963068223078,0.911301488923445,0
"53","pass",18,"english","english",0.419353712382513,0.520886618605413,2.19722457733622,3.13746490832415,0.958411953137969,1
"54","pong",18,"english","english",0.419353712382513,-0.328796962388352,2.19722457733622,2.28778132733038,0.907860025525579,1
"55","parrot",19,"english","english",0.244459899822922,-0.286947607487956,2.19722457733622,2.15473686967119,0.896110590554486,1
"56","pass",19,"english","english",0.244459899822922,0.520886618605413,2.19722457733622,2.96257109576456,0.950854281662477,1
"57","pong",19,"english","english",0.244459899822922,-0.328796962388352,2.19722457733622,2.11288751477079,0.89214948116329,1
"58","parrot",20,"english","english",-0.908285894788591,-0.286947607487956,2.19722457733622,1.00199107505967,0.73144986760301,1
"59","pass",20,"english","english",-0.908285894788591,0.520886618605413,2.19722457733622,1.80982530115304,0.859340759004788,1
"60","pong",20,"english","english",-0.908285894788591,-0.328796962388352,2.19722457733622,0.960141720159276,0.723150178964093,1
"61","parrot",21,"english","english",-0.357143534488355,-0.286947607487956,2.19722457733622,1.55313343535991,0.825365836591906,1
"62","pass",21,"english","english",-0.357143534488355,0.520886618605413,2.19722457733622,2.36096766145328,0.913802056650499,1
"63","pong",21,"english","english",-0.357143534488355,-0.328796962388352,2.19722457733622,1.51128408045951,0.819251429542558,1
"64","parrot",22,"english","english",-0.748620153767124,-0.286947607487956,2.19722457733622,1.16165681608114,0.76163363659842,1
"65","pass",22,"english","english",-0.748620153767124,0.520886618605413,2.19722457733622,1.96949104217451,0.877556435587478,1
"66","pong",22,"english","english",-0.748620153767124,-0.328796962388352,2.19722457733622,1.11980746118074,0.753953000728496,1
"67","parrot",23,"english","english",-1.42463987340487,-0.286947607487956,2.19722457733622,0.485637096443396,0.619078106534857,0
"68","pass",23,"english","english",-1.42463987340487,0.520886618605413,2.19722457733622,1.29347132253677,0.784734166966717,1
"69","pong",23,"english","english",-1.42463987340487,-0.328796962388352,2.19722457733622,0.443787741543,0.609161202713436,0
"70","parrot",24,"english","english",0.496270269374834,-0.286947607487956,2.19722457733622,2.4065472392231,0.917325202647586,1
"71","pass",24,"english","english",0.496270269374834,0.520886618605413,2.19722457733622,3.21438146531647,0.961371904805009,1
"72","pong",24,"english","english",0.496270269374834,-0.328796962388352,2.19722457733622,2.3646978843227,0.914095425139342,1
"73","parrot",25,"english","english",-0.36325544833572,-0.286947607487956,2.19722457733622,1.54702152151254,0.824483130615006,1
"74","pass",25,"english","english",-0.36325544833572,0.520886618605413,2.19722457733622,2.35485574760591,0.913319415131908,1
"75","pong",25,"english","english",-0.36325544833572,-0.328796962388352,2.19722457733622,1.50517216661215,0.818344619778616,1
"76","parrot",26,"english","english",-0.796784841853992,-0.286947607487956,2.19722457733622,1.11349212799427,0.752779578667399,1
"77","pass",26,"english","english",-0.796784841853992,0.520886618605413,2.19722457733622,1.92132635408764,0.872286266395932,1
"78","pong",26,"english","english",-0.796784841853992,-0.328796962388352,2.19722457733622,1.07164277309388,0.74490920029372,1
"79","parrot",27,"english","english",0.546906255964208,-0.286947607487956,2.19722457733622,2.45718322581247,0.921085161851373,1
"80","pass",27,"english","english",0.546906255964208,0.520886618605413,2.19722457733622,3.26501745190584,0.963209010049614,1
"81","pong",27,"english","english",0.546906255964208,-0.328796962388352,2.19722457733622,2.41533387091208,0.917989139092535,1
"82","parrot",28,"english","english",-2.73666067031314,-0.286947607487956,2.19722457733622,-0.826383700464879,0.304410260207565,1
"83","pass",28,"english","english",-2.73666067031314,0.520886618605413,2.19722457733622,-0.0185494743715096,0.495362764372522,0
"84","pong",28,"english","english",-2.73666067031314,-0.328796962388352,2.19722457733622,-0.868233055365275,0.295622099390403,0
