"","word","participant","language","l1","u0p","u0w","b0","logodds","probability","response"
"1","pad",1,"hungarian","english",3.20746666764499,0.311560328095551,-1.38629436111989,2.13273263462065,0.894044147517433,1
"2","pajzs",1,"hungarian","english",3.20746666764499,0.921072466264895,-1.38629436111989,2.74224477279,0.939473866566089,1
"3","pamut",1,"hungarian","english",3.20746666764499,0.523951737324187,-1.38629436111989,2.34512404384929,0.912545879456937,1
"4","pad",2,"hungarian","english",-0.854210299343654,0.311560328095551,-1.38629436111989,-1.92894433236799,0.126867472605322,1
"5","pajzs",2,"hungarian","english",-0.854210299343654,0.921072466264895,-1.38629436111989,-1.31943219419865,0.210912777078,0
"6","pamut",2,"hungarian","english",-0.854210299343654,0.523951737324187,-1.38629436111989,-1.71655292313936,0.152315701936457,0
"7","pad",3,"hungarian","english",1.44512128454731,0.311560328095551,-1.38629436111989,0.370387251522973,0.591552548738177,0
"8","pajzs",3,"hungarian","english",1.44512128454731,0.921072466264895,-1.38629436111989,0.979899389692317,0.727088252600795,1
"9","pamut",3,"hungarian","english",1.44512128454731,0.523951737324187,-1.38629436111989,0.582778660751609,0.641706525205227,0
"10","pad",4,"hungarian","english",-1.32599808964631,0.311560328095551,-1.38629436111989,-2.40073212267065,0.0831168855146242,0
"11","pajzs",4,"hungarian","english",-1.32599808964631,0.921072466264895,-1.38629436111989,-1.7912199845013,0.142923214940151,1
"12","pamut",4,"hungarian","english",-1.32599808964631,0.523951737324187,-1.38629436111989,-2.18834071344201,0.100802393816187,0
"13","pad",5,"hungarian","english",0.364523344121496,0.311560328095551,-1.38629436111989,-0.710210688902844,0.329552287316888,0
"14","pajzs",5,"hungarian","english",0.364523344121496,0.921072466264895,-1.38629436111989,-0.1006985507335,0.474846613751984,0
"15","pamut",5,"hungarian","english",0.364523344121496,0.523951737324187,-1.38629436111989,-0.497819279674208,0.378053282860189,0
"16","pad",6,"hungarian","english",-1.24095468734237,0.311560328095551,-1.38629436111989,-2.31568872036671,0.0898319360798967,0
"17","pajzs",6,"hungarian","english",-1.24095468734237,0.921072466264895,-1.38629436111989,-1.70617658219736,0.153660288511186,0
"18","pamut",6,"hungarian","english",-1.24095468734237,0.523951737324187,-1.38629436111989,-2.10329731113807,0.108776752848405,0
"19","pad",7,"hungarian","english",-3.07984750617769,0.311560328095551,-1.38629436111989,-4.15458153920203,0.0154499108840359,0
"20","pajzs",7,"hungarian","english",-3.07984750617769,0.921072466264895,-1.38629436111989,-3.54506940103269,0.0280567165189683,1
"21","pamut",7,"hungarian","english",-3.07984750617769,0.523951737324187,-1.38629436111989,-3.9421901299734,0.0190362559875117,0
"22","pad",8,"hungarian","english",-0.798117985143908,0.311560328095551,-1.38629436111989,-1.87285201816825,0.133212065034895,0
"23","pajzs",8,"hungarian","english",-0.798117985143908,0.921072466264895,-1.38629436111989,-1.2633398799989,0.220399486308273,0
"24","pamut",8,"hungarian","english",-0.798117985143908,0.523951737324187,-1.38629436111989,-1.66046060893961,0.15970017536375,0
"25","pad",9,"hungarian","english",0.933872369523085,0.311560328095551,-1.38629436111989,-0.140861663501255,0.46484269753308,1
"26","pajzs",9,"hungarian","english",0.933872369523085,0.921072466264895,-1.38629436111989,0.468650474668089,0.615064292147578,1
"27","pamut",9,"hungarian","english",0.933872369523085,0.523951737324187,-1.38629436111989,0.0715297457273807,0.517874815700397,0
"28","pad",10,"hungarian","english",0.275031979521003,0.311560328095551,-1.38629436111989,-0.799702053503337,0.310089256124267,0
"29","pajzs",10,"hungarian","english",0.275031979521003,0.921072466264895,-1.38629436111989,-0.190189915333993,0.452595329378216,0
"30","pamut",10,"hungarian","english",0.275031979521003,0.523951737324187,-1.38629436111989,-0.587310644274701,0.357252155023544,0
"31","pad",11,"hungarian","english",-0.0390268340404564,0.311560328095551,-1.38629436111989,-1.1137608670648,0.247170411721406,0
"32","pajzs",11,"hungarian","english",-0.0390268340404564,0.921072466264895,-1.38629436111989,-0.504248728895452,0.376542722464778,0
"33","pamut",11,"hungarian","english",-0.0390268340404564,0.523951737324187,-1.38629436111989,-0.90136945783616,0.288769154688832,0
"34","pad",12,"hungarian","english",-1.55629177478006,0.311560328095551,-1.38629436111989,-2.6310258078044,0.0671681484259442,0
"35","pajzs",12,"hungarian","english",-1.55629177478006,0.921072466264895,-1.38629436111989,-2.02151366963506,0.116962564894465,0
