"","word","participant","language","l1","step","u0s","b0"
"1",1,1,"french","english",6,1.11164814592876,0.405465108108164
"2",2,1,"french","english",6,0.920530874279846,0.405465108108164
"3",3,1,"french","english",6,0.613279804332944,0.405465108108164
"4",4,1,"french","english",6,-0.0704292202895464,0.405465108108164
"5",5,1,"french","english",6,-1.17878540063938,0.405465108108164
"6",6,1,"french","english",6,0.208483496582018,0.405465108108164
"7",7,1,"french","english",6,0.27072822159685,0.405465108108164
"8",8,1,"french","english",6,0.790183068213237,0.405465108108164
"9",9,1,"french","english",6,0.575069327508968,0.405465108108164
"10",10,1,"french","english",6,-0.124735225576707,0.405465108108164
"11",1,2,"french","english",6,1.11164814592876,0.405465108108164
"12",2,2,"french","english",6,0.920530874279846,0.405465108108164
"13",3,2,"french","english",6,0.613279804332944,0.405465108108164
"14",4,2,"french","english",6,-0.0704292202895464,0.405465108108164
"15",5,2,"french","english",6,-1.17878540063938,0.405465108108164
"16",6,2,"french","english",6,0.208483496582018,0.405465108108164
"17",7,2,"french","english",6,0.27072822159685,0.405465108108164
"18",8,2,"french","english",6,0.790183068213237,0.405465108108164
"19",9,2,"french","english",6,0.575069327508968,0.405465108108164
"20",10,2,"french","english",6,-0.124735225576707,0.405465108108164
"21",1,3,"french","english",6,1.11164814592876,0.405465108108164
"22",2,3,"french","english",6,0.920530874279846,0.405465108108164
"23",3,3,"french","english",6,0.613279804332944,0.405465108108164
"24",4,3,"french","english",6,-0.0704292202895464,0.405465108108164
"25",5,3,"french","english",6,-1.17878540063938,0.405465108108164
"26",6,3,"french","english",6,0.208483496582018,0.405465108108164
"27",7,3,"french","english",6,0.27072822159685,0.405465108108164
"28",8,3,"french","english",6,0.790183068213237,0.405465108108164
"29",9,3,"french","english",6,0.575069327508968,0.405465108108164
"30",10,3,"french","english",6,-0.124735225576707,0.405465108108164
"31",1,4,"french","english",6,1.11164814592876,0.405465108108164
"32",2,4,"french","english",6,0.920530874279846,0.405465108108164
"33",3,4,"french","english",6,0.613279804332944,0.405465108108164
"34",4,4,"french","english",6,-0.0704292202895464,0.405465108108164
"35",5,4,"french","english",6,-1.17878540063938,0.405465108108164
"36",6,4,"french","english",6,0.208483496582018,0.405465108108164
"37",7,4,"french","english",6,0.27072822159685,0.405465108108164
"38",8,4,"french","english",6,0.790183068213237,0.405465108108164
"39",9,4,"french","english",6,0.575069327508968,0.405465108108164
"40",10,4,"french","english",6,-0.124735225576707,0.405465108108164
"41",1,5,"french","english",6,1.11164814592876,0.405465108108164
"42",2,5,"french","english",6,0.920530874279846,0.405465108108164
"43",3,5,"french","english",6,0.613279804332944,0.405465108108164
"44",4,5,"french","english",6,-0.0704292202895464,0.405465108108164
"45",5,5,"french","english",6,-1.17878540063938,0.405465108108164
"46",6,5,"french","english",6,0.208483496582018,0.405465108108164
"47",7,5,"french","english",6,0.27072822159685,0.405465108108164
"48",8,5,"french","english",6,0.790183068213237,0.405465108108164
"49",9,5,"french","english",6,0.575069327508968,0.405465108108164
"50",10,5,"french","english",6,-0.124735225576707,0.405465108108164
"51",1,6,"french","english",6,1.11164814592876,0.405465108108164
"52",2,6,"french","english",6,0.920530874279846,0.405465108108164
"53",3,6,"french","english",6,0.613279804332944,0.405465108108164
"54",4,6,"french","english",6,-0.0704292202895464,0.405465108108164
"55",5,6,"french","english",6,-1.17878540063938,0.405465108108164
"56",6,6,"french","english",6,0.208483496582018,0.405465108108164
"57",7,6,"french","english",6,0.27072822159685,0.405465108108164
"58",8,6,"french","english",6,0.790183068213237,0.405465108108164
"59",9,6,"french","english",6,0.575069327508968,0.405465108108164
"60",10,6,"french","english",6,-0.124735225576707,0.405465108108164
"61",1,7,"french","english",6,1.11164814592876,0.405465108108164
"62",2,7,"french","english",6,0.920530874279846,0.405465108108164
"63",3,7,"french","english",6,0.613279804332944,0.405465108108164
"64",4,7,"french","english",6,-0.0704292202895464,0.405465108108164
"65",5,7,"french","english",6,-1.17878540063938,0.405465108108164
"66",6,7,"french","english",6,0.208483496582018,0.405465108108164
