"","word","participant","language","l1","step","u0s","b0"
"1",1,1,"french","english",7,0.130708004206907,0.847297860387203
"2",2,1,"french","english",7,-0.478865238372652,0.847297860387203
"3",3,1,"french","english",7,0.374301508219735,0.847297860387203
"4",4,1,"french","english",7,-1.0351563124897,0.847297860387203
"5",5,1,"french","english",7,-0.28912771841445,0.847297860387203
"6",6,1,"french","english",7,0.0430722103976547,0.847297860387203
"7",7,1,"french","english",7,0.107245551737959,0.847297860387203
"8",8,1,"french","english",7,-0.460584275487264,0.847297860387203
"9",9,1,"french","english",7,0.584664975369225,0.847297860387203
"10",10,1,"french","english",7,-0.161928934360478,0.847297860387203
"11",1,2,"french","english",7,0.130708004206907,0.847297860387203
"12",2,2,"french","english",7,-0.478865238372652,0.847297860387203
"13",3,2,"french","english",7,0.374301508219735,0.847297860387203
"14",4,2,"french","english",7,-1.0351563124897,0.847297860387203
"15",5,2,"french","english",7,-0.28912771841445,0.847297860387203
"16",6,2,"french","english",7,0.0430722103976547,0.847297860387203
"17",7,2,"french","english",7,0.107245551737959,0.847297860387203
"18",8,2,"french","english",7,-0.460584275487264,0.847297860387203
"19",9,2,"french","english",7,0.584664975369225,0.847297860387203
"20",10,2,"french","english",7,-0.161928934360478,0.847297860387203
"21",1,3,"french","english",7,0.130708004206907,0.847297860387203
"22",2,3,"french","english",7,-0.478865238372652,0.847297860387203
"23",3,3,"french","english",7,0.374301508219735,0.847297860387203
"24",4,3,"french","english",7,-1.0351563124897,0.847297860387203
"25",5,3,"french","english",7,-0.28912771841445,0.847297860387203
"26",6,3,"french","english",7,0.0430722103976547,0.847297860387203
"27",7,3,"french","english",7,0.107245551737959,0.847297860387203
"28",8,3,"french","english",7,-0.460584275487264,0.847297860387203
"29",9,3,"french","english",7,0.584664975369225,0.847297860387203
"30",10,3,"french","english",7,-0.161928934360478,0.847297860387203
"31",1,4,"french","english",7,0.130708004206907,0.847297860387203
"32",2,4,"french","english",7,-0.478865238372652,0.847297860387203
"33",3,4,"french","english",7,0.374301508219735,0.847297860387203
"34",4,4,"french","english",7,-1.0351563124897,0.847297860387203
"35",5,4,"french","english",7,-0.28912771841445,0.847297860387203
"36",6,4,"french","english",7,0.0430722103976547,0.847297860387203
"37",7,4,"french","english",7,0.107245551737959,0.847297860387203
"38",8,4,"french","english",7,-0.460584275487264,0.847297860387203
"39",9,4,"french","english",7,0.584664975369225,0.847297860387203
"40",10,4,"french","english",7,-0.161928934360478,0.847297860387203
"41",1,5,"french","english",7,0.130708004206907,0.847297860387203
"42",2,5,"french","english",7,-0.478865238372652,0.847297860387203
"43",3,5,"french","english",7,0.374301508219735,0.847297860387203
"44",4,5,"french","english",7,-1.0351563124897,0.847297860387203
"45",5,5,"french","english",7,-0.28912771841445,0.847297860387203
"46",6,5,"french","english",7,0.0430722103976547,0.847297860387203
